,0,1,2,3
0,Country of Origin,Ethiopia,Number of Bags,584
1,Farm Name,TRACON TRADING PLC,Bag Weight,30 kg
2,Lot Number,0712,In-Country Partner,Blossom Valley International宸嶧國際
3,Mill,5.2Ha,Harvest Year,2021 / 2022
4,ICO Number,010/0148/0712,Grading Date,"August 23rd, 2022"
5,Company,Tracon Trading PLC,Owner,李晓斐 LI XIAO FEI
6,Altitude,1943,Variety,Ethiopian Heirlooms
7,Region,Ethiopia,Status,Completed
8,Producer,TRACON TRADING PLC,Processing Method,Washed / Wet
