,0,1,2,3
0,Country of Origin,"Tanzania, United Republic Of",Number of Bags,620
1,Farm Name,IYENGA,Bag Weight,30 kg
2,Lot Number,S59588/P03989,In-Country Partner,Kenya Coffee Traders Association
3,Mill,CITY COFFEE LTD,Harvest Year,2022 / 2023
4,ICO Number,0033/0004,Grading Date,"November 9th, 2022"
5,Company,VOLCAFE/TaylorWinch Tanzania Ltd,Owner,Balam Hinyula
6,Altitude,1654,Variety,Bourbon
7,Region,Mbeya,Status,Completed
8,Producer,IYENGA AMCOS,Processing Method,Washed / Wet
