,0,1,2,3
0,Country of Origin,Taiwan,Number of Bags,1
1,Farm Name,雅慕伊咖啡莊園,Bag Weight,80 kg
2,Lot Number,"The 2022 Pacific Rim Coffee Summit,T036",In-Country Partner,Taiwan Coffee Laboratory 台灣咖啡研究室
3,Mill,雅慕伊咖啡莊園,Harvest Year,2021 / 2022
4,ICO Number,,Grading Date,"November 15th, 2022"
5,Company,Taiwan Coffee Laboratory,Owner,Pu Han Wen
6,Altitude,1250,Variety,Gesha
7,Region,Chiayi,Status,Completed
8,Producer,浦瀚文,Processing Method,Washed / Wet
