,0,1,2,3
0,Country of Origin,Peru,Number of Bags,275
1,Farm Name,Fundo La Libertad,Bag Weight,69 kg
2,Lot Number,301R,In-Country Partner,Japan Coffee Exchange
3,Mill,Planta Callao,Harvest Year,2022 / 2023
4,ICO Number,301R,Grading Date,"July 11th, 2022"
5,Company,Itochu Corporation,Owner,Kiichiro Iwata
6,Altitude,1600,Variety,Caturra
7,Region,"Chanchamayo, La Merced",Status,Completed
8,Producer,Sandro Crispin Espiritu,Processing Method,Washed / Wet
