,0,1,2,3
0,Aroma,6.5,Uniformity,10.0
1,Flavor,6.75,Clean Cup,10.0
2,Aftertaste,6.75,Sweetness,10.0
3,Acidity,7.17,Overall,6.83
4,Body,7.08,Defects,0.0
5,Balance,7.0,Total Cup Points,78.08
