,0,1,2,3
0,Country of Origin,Colombia,Number of Bags,1
1,Farm Name,,Bag Weight,1 kg
2,Lot Number,,In-Country Partner,Barista and Coffee Academy of Asia
3,Mill,,Harvest Year,2022
4,ICO Number,,Grading Date,"September 26th, 2022"
5,Company,Coffee Quality Institute,Owner,Coffee Quality Institute
6,Altitude,,Variety,
7,Region,,Status,Completed
8,Producer,,Processing Method,
